resourceId,windowType,start,end,reason
eq-05,available,2026-07-25T05:00:00,2026-07-25T23:00:00,
eq-05,available,2026-07-26T05:00:00,2026-07-26T23:00:00,
eq-05,available,2026-07-27T05:00:00,2026-07-27T23:00:00,
eq-05,available,2026-07-28T05:00:00,2026-07-28T23:00:00,
eq-05,available,2026-07-29T05:00:00,2026-07-29T23:00:00,
eq-05,available,2026-07-30T05:00:00,2026-07-30T23:00:00,
eq-05,available,2026-07-31T05:00:00,2026-07-31T23:00:00,
eq-05,available,2026-08-01T05:00:00,2026-08-01T23:00:00,
eq-05,available,2026-08-02T05:00:00,2026-08-02T23:00:00,
eq-05,available,2026-08-03T05:00:00,2026-08-03T23:00:00,
eq-05,available,2026-08-04T05:00:00,2026-08-04T23:00:00,
eq-05,available,2026-08-05T05:00:00,2026-08-05T23:00:00,
eq-05,available,2026-08-06T05:00:00,2026-08-06T23:00:00,
eq-05,available,2026-08-07T05:00:00,2026-08-07T23:00:00,
eq-05,available,2026-08-08T05:00:00,2026-08-08T23:00:00,
eq-05,available,2026-08-09T05:00:00,2026-08-09T23:00:00,
eq-05,available,2026-08-10T05:00:00,2026-08-10T23:00:00,
eq-05,available,2026-08-11T05:00:00,2026-08-11T23:00:00,
eq-05,available,2026-08-12T05:00:00,2026-08-12T23:00:00,
eq-05,available,2026-08-13T05:00:00,2026-08-13T23:00:00,
eq-05,available,2026-08-14T05:00:00,2026-08-14T23:00:00,
eq-05,available,2026-08-15T05:00:00,2026-08-15T23:00:00,
eq-05,available,2026-08-16T05:00:00,2026-08-16T23:00:00,
eq-05,available,2026-08-17T05:00:00,2026-08-17T23:00:00,
eq-05,available,2026-08-18T05:00:00,2026-08-18T23:00:00,
eq-05,available,2026-08-19T05:00:00,2026-08-19T23:00:00,
eq-05,available,2026-08-20T05:00:00,2026-08-20T23:00:00,
eq-05,available,2026-08-21T05:00:00,2026-08-21T23:00:00,
eq-05,available,2026-08-22T05:00:00,2026-08-22T23:00:00,
eq-05,available,2026-08-23T05:00:00,2026-08-23T23:00:00,
eq-05,available,2026-08-24T05:00:00,2026-08-24T23:00:00,
eq-05,available,2026-08-25T05:00:00,2026-08-25T23:00:00,
eq-05,available,2026-08-26T05:00:00,2026-08-26T23:00:00,
eq-05,available,2026-08-27T05:00:00,2026-08-27T23:00:00,
eq-05,available,2026-08-28T05:00:00,2026-08-28T23:00:00,
eq-05,available,2026-08-29T05:00:00,2026-08-29T23:00:00,
eq-05,available,2026-08-30T05:00:00,2026-08-30T23:00:00,
eq-05,available,2026-08-31T05:00:00,2026-08-31T23:00:00,
eq-06,available,2026-06-01T05:00:00,2026-06-01T23:00:00,
eq-06,available,2026-06-02T05:00:00,2026-06-02T23:00:00,
eq-06,available,2026-06-03T05:00:00,2026-06-03T23:00:00,
eq-06,available,2026-06-04T05:00:00,2026-06-04T23:00:00,
eq-06,available,2026-06-05T05:00:00,2026-06-05T23:00:00,
eq-06,available,2026-06-06T05:00:00,2026-06-06T23:00:00,
eq-06,available,2026-06-07T05:00:00,2026-06-07T23:00:00,
eq-06,available,2026-06-08T05:00:00,2026-06-08T23:00:00,
eq-06,available,2026-06-09T05:00:00,2026-06-09T23:00:00,
eq-06,available,2026-06-10T05:00:00,2026-06-10T23:00:00,
eq-06,available,2026-06-11T05:00:00,2026-06-11T23:00:00,
eq-06,available,2026-06-12T05:00:00,2026-06-12T23:00:00,
eq-06,available,2026-06-13T05:00:00,2026-06-13T23:00:00,
eq-06,available,2026-06-14T05:00:00,2026-06-14T23:00:00,
eq-06,available,2026-06-15T05:00:00,2026-06-15T23:00:00,
eq-06,available,2026-06-16T05:00:00,2026-06-16T23:00:00,
eq-06,available,2026-06-17T05:00:00,2026-06-17T23:00:00,
eq-06,available,2026-06-18T05:00:00,2026-06-18T23:00:00,
eq-06,available,2026-06-19T05:00:00,2026-06-19T23:00:00,
eq-06,available,2026-06-20T05:00:00,2026-06-20T23:00:00,
eq-06,available,2026-06-21T05:00:00,2026-06-21T23:00:00,
eq-06,available,2026-06-22T05:00:00,2026-06-22T23:00:00,
eq-06,available,2026-06-23T05:00:00,2026-06-23T23:00:00,
eq-06,available,2026-06-24T05:00:00,2026-06-24T23:00:00,
eq-06,available,2026-06-25T05:00:00,2026-06-25T23:00:00,
eq-06,available,2026-06-26T05:00:00,2026-06-26T23:00:00,
eq-06,available,2026-06-27T05:00:00,2026-06-27T23:00:00,
eq-06,available,2026-06-28T05:00:00,2026-06-28T23:00:00,
eq-06,available,2026-06-29T05:00:00,2026-06-29T23:00:00,
eq-06,available,2026-06-30T05:00:00,2026-06-30T23:00:00,
eq-06,available,2026-07-01T05:00:00,2026-07-01T23:00:00,
eq-06,available,2026-07-02T05:00:00,2026-07-02T23:00:00,
eq-06,available,2026-07-03T05:00:00,2026-07-03T23:00:00,
eq-06,available,2026-07-04T05:00:00,2026-07-04T23:00:00,
eq-06,available,2026-07-05T05:00:00,2026-07-05T23:00:00,
eq-06,available,2026-07-06T05:00:00,2026-07-06T23:00:00,
eq-06,available,2026-07-07T05:00:00,2026-07-07T23:00:00,
eq-06,available,2026-07-08T05:00:00,2026-07-08T23:00:00,
eq-06,available,2026-07-09T05:00:00,2026-07-09T23:00:00,
eq-06,available,2026-07-10T05:00:00,2026-07-10T23:00:00,
eq-06,available,2026-07-11T05:00:00,2026-07-11T23:00:00,
eq-06,available,2026-07-12T05:00:00,2026-07-12T23:00:00,
eq-06,available,2026-07-13T05:00:00,2026-07-13T23:00:00,
eq-06,available,2026-07-14T05:00:00,2026-07-14T23:00:00,
eq-06,available,2026-07-15T05:00:00,2026-07-15T23:00:00,
eq-06,available,2026-07-16T05:00:00,2026-07-16T23:00:00,
eq-06,available,2026-07-17T05:00:00,2026-07-17T23:00:00,
eq-06,available,2026-07-18T05:00:00,2026-07-18T23:00:00,
eq-06,available,2026-07-19T05:00:00,2026-07-19T23:00:00,
eq-06,available,2026-07-20T05:00:00,2026-07-20T23:00:00,
eq-06,available,2026-07-21T05:00:00,2026-07-21T23:00:00,
eq-06,available,2026-07-22T05:00:00,2026-07-22T23:00:00,
eq-06,available,2026-07-23T05:00:00,2026-07-23T23:00:00,
eq-06,available,2026-07-24T05:00:00,2026-07-24T23:00:00,
eq-06,available,2026-07-25T05:00:00,2026-07-25T23:00:00,
eq-06,available,2026-07-26T05:00:00,2026-07-26T23:00:00,
eq-06,available,2026-07-27T05:00:00,2026-07-27T23:00:00,
eq-06,available,2026-07-28T05:00:00,2026-07-28T23:00:00,
eq-06,available,2026-07-29T05:00:00,2026-07-29T23:00:00,
eq-06,available,2026-07-30T05:00:00,2026-07-30T23:00:00,
eq-06,available,2026-07-31T05:00:00,2026-07-31T23:00:00,
eq-06,available,2026-08-01T05:00:00,2026-08-01T23:00:00,
eq-06,available,2026-08-02T05:00:00,2026-08-02T23:00:00,
eq-06,available,2026-08-03T05:00:00,2026-08-03T23:00:00,
eq-06,available,2026-08-04T05:00:00,2026-08-04T23:00:00,
eq-06,available,2026-08-05T05:00:00,2026-08-05T23:00:00,
eq-06,available,2026-08-06T05:00:00,2026-08-06T23:00:00,
eq-06,available,2026-08-07T05:00:00,2026-08-07T23:00:00,
eq-06,available,2026-08-08T05:00:00,2026-08-08T23:00:00,
eq-06,available,2026-08-09T05:00:00,2026-08-09T23:00:00,
eq-06,available,2026-08-10T05:00:00,2026-08-10T23:00:00,
eq-06,available,2026-08-11T05:00:00,2026-08-11T23:00:00,
eq-06,available,2026-08-12T05:00:00,2026-08-12T23:00:00,
eq-06,available,2026-08-13T05:00:00,2026-08-13T23:00:00,
eq-06,available,2026-08-14T05:00:00,2026-08-14T23:00:00,
eq-06,available,2026-08-15T05:00:00,2026-08-15T23:00:00,
eq-06,available,2026-08-16T05:00:00,2026-08-16T23:00:00,
eq-06,available,2026-08-17T05:00:00,2026-08-17T23:00:00,
eq-06,available,2026-08-18T05:00:00,2026-08-18T23:00:00,
eq-06,available,2026-08-19T05:00:00,2026-08-19T23:00:00,
eq-06,available,2026-08-20T05:00:00,2026-08-20T23:00:00,
eq-06,available,2026-08-21T05:00:00,2026-08-21T23:00:00,
eq-06,available,2026-08-22T05:00:00,2026-08-22T23:00:00,
eq-06,available,2026-08-23T05:00:00,2026-08-23T23:00:00,
eq-06,available,2026-08-24T05:00:00,2026-08-24T23:00:00,
eq-06,available,2026-08-25T05:00:00,2026-08-25T23:00:00,
eq-06,available,2026-08-26T05:00:00,2026-08-26T23:00:00,
eq-06,available,2026-08-27T05:00:00,2026-08-27T23:00:00,
eq-06,available,2026-08-28T05:00:00,2026-08-28T23:00:00,
eq-06,available,2026-08-29T05:00:00,2026-08-29T23:00:00,
eq-06,available,2026-08-30T05:00:00,2026-08-30T23:00:00,
eq-06,available,2026-08-31T05:00:00,2026-08-31T23:00:00,
eq-07,available,2026-06-01T07:00:00,2026-06-01T20:00:00,
eq-07,available,2026-06-02T07:00:00,2026-06-02T20:00:00,
eq-07,available,2026-06-03T07:00:00,2026-06-03T20:00:00,
eq-07,available,2026-06-04T07:00:00,2026-06-04T20:00:00,
eq-07,available,2026-06-05T07:00:00,2026-06-05T20:00:00,
eq-07,available,2026-06-06T07:00:00,2026-06-06T20:00:00,
eq-07,available,2026-06-08T07:00:00,2026-06-08T20:00:00,
eq-07,available,2026-06-09T07:00:00,2026-06-09T20:00:00,
eq-07,available,2026-06-10T07:00:00,2026-06-10T20:00:00,
eq-07,available,2026-06-11T07:00:00,2026-06-11T20:00:00,
eq-07,available,2026-06-12T07:00:00,2026-06-12T20:00:00,
eq-07,available,2026-06-13T07:00:00,2026-06-13T20:00:00,
eq-07,available,2026-06-15T07:00:00,2026-06-15T20:00:00,
eq-07,available,2026-06-16T07:00:00,2026-06-16T20:00:00,
eq-07,available,2026-06-17T07:00:00,2026-06-17T20:00:00,
eq-07,available,2026-06-18T07:00:00,2026-06-18T20:00:00,
eq-07,available,2026-06-19T07:00:00,2026-06-19T20:00:00,
eq-07,available,2026-06-20T07:00:00,2026-06-20T20:00:00,
eq-07,available,2026-06-22T07:00:00,2026-06-22T20:00:00,
eq-07,available,2026-06-23T07:00:00,2026-06-23T20:00:00,
eq-07,available,2026-06-24T07:00:00,2026-06-24T20:00:00,
eq-07,available,2026-06-25T07:00:00,2026-06-25T20:00:00,
eq-07,available,2026-06-26T07:00:00,2026-06-26T20:00:00,
eq-07,available,2026-06-27T07:00:00,2026-06-27T20:00:00,
eq-07,available,2026-06-29T07:00:00,2026-06-29T20:00:00,
eq-07,available,2026-06-30T07:00:00,2026-06-30T20:00:00,
eq-07,available,2026-07-01T07:00:00,2026-07-01T20:00:00,
eq-07,available,2026-07-02T07:00:00,2026-07-02T20:00:00,
eq-07,available,2026-07-03T07:00:00,2026-07-03T20:00:00,
eq-07,available,2026-07-04T07:00:00,2026-07-04T20:00:00,
eq-07,available,2026-07-06T07:00:00,2026-07-06T20:00:00,
eq-07,available,2026-07-07T07:00:00,2026-07-07T20:00:00,
eq-07,available,2026-07-08T07:00:00,2026-07-08T20:00:00,
eq-07,available,2026-07-09T07:00:00,2026-07-09T20:00:00,
eq-07,available,2026-07-10T07:00:00,2026-07-10T20:00:00,
eq-07,available,2026-07-11T07:00:00,2026-07-11T20:00:00,
eq-07,available,2026-07-13T07:00:00,2026-07-13T20:00:00,
eq-07,available,2026-07-14T07:00:00,2026-07-14T20:00:00,
eq-07,available,2026-07-15T07:00:00,2026-07-15T20:00:00,
eq-07,available,2026-07-16T07:00:00,2026-07-16T20:00:00,
eq-07,available,2026-07-17T07:00:00,2026-07-17T20:00:00,
eq-07,available,2026-07-18T07:00:00,2026-07-18T20:00:00,
eq-07,available,2026-07-20T07:00:00,2026-07-20T20:00:00,
eq-07,available,2026-07-21T07:00:00,2026-07-21T20:00:00,
eq-07,available,2026-07-22T07:00:00,2026-07-22T20:00:00,
eq-07,available,2026-07-23T07:00:00,2026-07-23T20:00:00,
eq-07,available,2026-07-24T07:00:00,2026-07-24T20:00:00,
eq-07,available,2026-07-25T07:00:00,2026-07-25T20:00:00,
eq-07,available,2026-07-27T07:00:00,2026-07-27T20:00:00,
eq-07,available,2026-07-28T07:00:00,2026-07-28T20:00:00,
eq-07,available,2026-07-29T07:00:00,2026-07-29T20:00:00,
eq-07,available,2026-07-30T07:00:00,2026-07-30T20:00:00,
eq-07,available,2026-07-31T07:00:00,2026-07-31T20:00:00,
eq-07,available,2026-08-01T07:00:00,2026-08-01T20:00:00,
eq-07,available,2026-08-03T07:00:00,2026-08-03T20:00:00,
eq-07,available,2026-08-04T07:00:00,2026-08-04T20:00:00,
eq-07,available,2026-08-05T07:00:00,2026-08-05T20:00:00,
eq-07,available,2026-08-06T07:00:00,2026-08-06T20:00:00,
eq-07,available,2026-08-07T07:00:00,2026-08-07T20:00:00,
eq-07,available,2026-08-08T07:00:00,2026-08-08T20:00:00,
eq-07,available,2026-08-10T07:00:00,2026-08-10T20:00:00,
eq-07,available,2026-08-11T07:00:00,2026-08-11T20:00:00,
eq-07,available,2026-08-12T07:00:00,2026-08-12T20:00:00,
eq-07,available,2026-08-13T07:00:00,2026-08-13T20:00:00,
eq-07,available,2026-08-14T07:00:00,2026-08-14T20:00:00,
eq-07,available,2026-08-15T07:00:00,2026-08-15T20:00:00,
eq-07,available,2026-08-17T07:00:00,2026-08-17T20:00:00,
eq-07,available,2026-08-18T07:00:00,2026-08-18T20:00:00,
eq-07,available,2026-08-19T07:00:00,2026-08-19T20:00:00,
eq-07,available,2026-08-20T07:00:00,2026-08-20T20:00:00,
eq-07,available,2026-08-21T07:00:00,2026-08-21T20:00:00,
eq-07,available,2026-08-22T07:00:00,2026-08-22T20:00:00,
eq-07,available,2026-08-24T07:00:00,2026-08-24T20:00:00,
eq-07,available,2026-08-25T07:00:00,2026-08-25T20:00:00,
eq-07,available,2026-08-26T07:00:00,2026-08-26T20:00:00,
eq-07,available,2026-08-27T07:00:00,2026-08-27T20:00:00,
eq-07,available,2026-08-28T07:00:00,2026-08-28T20:00:00,
eq-07,available,2026-08-29T07:00:00,2026-08-29T20:00:00,
eq-07,available,2026-08-31T07:00:00,2026-08-31T20:00:00,
eq-07,downtime,2026-07-06T00:00:00,2026-07-08T23:59:00,Sauna heating element service
eq-08,available,2026-06-01T07:00:00,2026-06-01T20:00:00,
eq-08,available,2026-06-02T07:00:00,2026-06-02T20:00:00,
eq-08,available,2026-06-03T07:00:00,2026-06-03T20:00:00,
eq-08,available,2026-06-04T07:00:00,2026-06-04T20:00:00,
eq-08,available,2026-06-05T07:00:00,2026-06-05T20:00:00,
eq-08,available,2026-06-06T07:00:00,2026-06-06T20:00:00,
eq-08,available,2026-06-08T07:00:00,2026-06-08T20:00:00,
eq-08,available,2026-06-09T07:00:00,2026-06-09T20:00:00,
eq-08,available,2026-06-10T07:00:00,2026-06-10T20:00:00,
eq-08,available,2026-06-11T07:00:00,2026-06-11T20:00:00,
eq-08,available,2026-06-12T07:00:00,2026-06-12T20:00:00,
eq-08,available,2026-06-13T07:00:00,2026-06-13T20:00:00,
eq-08,available,2026-06-15T07:00:00,2026-06-15T20:00:00,
eq-08,available,2026-06-16T07:00:00,2026-06-16T20:00:00,
eq-08,available,2026-06-17T07:00:00,2026-06-17T20:00:00,
eq-08,available,2026-06-18T07:00:00,2026-06-18T20:00:00,
eq-08,available,2026-06-19T07:00:00,2026-06-19T20:00:00,
eq-08,available,2026-06-20T07:00:00,2026-06-20T20:00:00,
eq-08,available,2026-06-22T07:00:00,2026-06-22T20:00:00,
eq-08,available,2026-06-23T07:00:00,2026-06-23T20:00:00,
eq-08,available,2026-06-24T07:00:00,2026-06-24T20:00:00,
eq-08,available,2026-06-25T07:00:00,2026-06-25T20:00:00,
eq-08,available,2026-06-26T07:00:00,2026-06-26T20:00:00,
eq-08,available,2026-06-27T07:00:00,2026-06-27T20:00:00,
eq-08,available,2026-06-29T07:00:00,2026-06-29T20:00:00,
eq-08,available,2026-06-30T07:00:00,2026-06-30T20:00:00,
eq-08,available,2026-07-01T07:00:00,2026-07-01T20:00:00,
eq-08,available,2026-07-02T07:00:00,2026-07-02T20:00:00,
eq-08,available,2026-07-03T07:00:00,2026-07-03T20:00:00,
eq-08,available,2026-07-04T07:00:00,2026-07-04T20:00:00,
eq-08,available,2026-07-06T07:00:00,2026-07-06T20:00:00,
eq-08,available,2026-07-07T07:00:00,2026-07-07T20:00:00,
eq-08,available,2026-07-08T07:00:00,2026-07-08T20:00:00,
eq-08,available,2026-07-09T07:00:00,2026-07-09T20:00:00,
eq-08,available,2026-07-10T07:00:00,2026-07-10T20:00:00,
eq-08,available,2026-07-11T07:00:00,2026-07-11T20:00:00,
eq-08,available,2026-07-13T07:00:00,2026-07-13T20:00:00,
eq-08,available,2026-07-14T07:00:00,2026-07-14T20:00:00,
eq-08,available,2026-07-15T07:00:00,2026-07-15T20:00:00,
eq-08,available,2026-07-16T07:00:00,2026-07-16T20:00:00,
eq-08,available,2026-07-17T07:00:00,2026-07-17T20:00:00,
eq-08,available,2026-07-18T07:00:00,2026-07-18T20:00:00,
eq-08,available,2026-07-20T07:00:00,2026-07-20T20:00:00,
eq-08,available,2026-07-21T07:00:00,2026-07-21T20:00:00,
eq-08,available,2026-07-22T07:00:00,2026-07-22T20:00:00,
eq-08,available,2026-07-23T07:00:00,2026-07-23T20:00:00,
eq-08,available,2026-07-24T07:00:00,2026-07-24T20:00:00,
eq-08,available,2026-07-25T07:00:00,2026-07-25T20:00:00,
eq-08,available,2026-07-27T07:00:00,2026-07-27T20:00:00,
eq-08,available,2026-07-28T07:00:00,2026-07-28T20:00:00,
eq-08,available,2026-07-29T07:00:00,2026-07-29T20:00:00,
eq-08,available,2026-07-30T07:00:00,2026-07-30T20:00:00,
eq-08,available,2026-07-31T07:00:00,2026-07-31T20:00:00,
eq-08,available,2026-08-01T07:00:00,2026-08-01T20:00:00,
eq-08,available,2026-08-03T07:00:00,2026-08-03T20:00:00,
eq-08,available,2026-08-04T07:00:00,2026-08-04T20:00:00,
eq-08,available,2026-08-05T07:00:00,2026-08-05T20:00:00,
eq-08,available,2026-08-06T07:00:00,2026-08-06T20:00:00,
eq-08,available,2026-08-07T07:00:00,2026-08-07T20:00:00,
eq-08,available,2026-08-08T07:00:00,2026-08-08T20:00:00,
eq-08,available,2026-08-10T07:00:00,2026-08-10T20:00:00,
eq-08,available,2026-08-11T07:00:00,2026-08-11T20:00:00,
eq-08,available,2026-08-12T07:00:00,2026-08-12T20:00:00,
eq-08,available,2026-08-13T07:00:00,2026-08-13T20:00:00,
eq-08,available,2026-08-14T07:00:00,2026-08-14T20:00:00,
eq-08,available,2026-08-15T07:00:00,2026-08-15T20:00:00,
eq-08,available,2026-08-17T07:00:00,2026-08-17T20:00:00,
eq-08,available,2026-08-18T07:00:00,2026-08-18T20:00:00,
eq-08,available,2026-08-19T07:00:00,2026-08-19T20:00:00,
eq-08,available,2026-08-20T07:00:00,2026-08-20T20:00:00,
eq-08,available,2026-08-21T07:00:00,2026-08-21T20:00:00,
eq-08,available,2026-08-22T07:00:00,2026-08-22T20:00:00,
eq-08,available,2026-08-24T07:00:00,2026-08-24T20:00:00,
eq-08,available,2026-08-25T07:00:00,2026-08-25T20:00:00,
eq-08,available,2026-08-26T07:00:00,2026-08-26T20:00:00,
eq-08,available,2026-08-27T07:00:00,2026-08-27T20:00:00,
eq-08,available,2026-08-28T07:00:00,2026-08-28T20:00:00,
eq-08,available,2026-08-29T07:00:00,2026-08-29T20:00:00,
eq-08,available,2026-08-31T07:00:00,2026-08-31T20:00:00,
eq-08,downtime,2026-08-10T00:00:00,2026-08-12T23:59:00,Ice bath chiller repair
eq-09,available,2026-06-01T05:00:00,2026-06-01T23:00:00,
eq-09,available,2026-06-02T05:00:00,2026-06-02T23:00:00,
eq-09,available,2026-06-03T05:00:00,2026-06-03T23:00:00,
eq-09,available,2026-06-04T05:00:00,2026-06-04T23:00:00,
eq-09,available,2026-06-05T05:00:00,2026-06-05T23:00:00,
eq-09,available,2026-06-06T05:00:00,2026-06-06T23:00:00,
eq-09,available,2026-06-07T05:00:00,2026-06-07T23:00:00,
eq-09,available,2026-06-08T05:00:00,2026-06-08T23:00:00,
eq-09,available,2026-06-09T05:00:00,2026-06-09T23:00:00,
eq-09,available,2026-06-10T05:00:00,2026-06-10T23:00:00,
eq-09,available,2026-06-11T05:00:00,2026-06-11T23:00:00,
eq-09,available,2026-06-12T05:00:00,2026-06-12T23:00:00,
eq-09,available,2026-06-13T05:00:00,2026-06-13T23:00:00,
eq-09,available,2026-06-14T05:00:00,2026-06-14T23:00:00,
eq-09,available,2026-06-15T05:00:00,2026-06-15T23:00:00,
eq-09,available,2026-06-16T05:00:00,2026-06-16T23:00:00,
eq-09,available,2026-06-17T05:00:00,2026-06-17T23:00:00,
eq-09,available,2026-06-18T05:00:00,2026-06-18T23:00:00,
eq-09,available,2026-06-19T05:00:00,2026-06-19T23:00:00,
eq-09,available,2026-06-20T05:00:00,2026-06-20T23:00:00,
eq-09,available,2026-06-21T05:00:00,2026-06-21T23:00:00,
eq-09,available,2026-06-22T05:00:00,2026-06-22T23:00:00,
eq-09,available,2026-06-23T05:00:00,2026-06-23T23:00:00,
eq-09,available,2026-06-24T05:00:00,2026-06-24T23:00:00,
eq-09,available,2026-06-25T05:00:00,2026-06-25T23:00:00,
eq-09,available,2026-06-26T05:00:00,2026-06-26T23:00:00,
eq-09,available,2026-06-27T05:00:00,2026-06-27T23:00:00,
eq-09,available,2026-06-28T05:00:00,2026-06-28T23:00:00,
eq-09,available,2026-06-29T05:00:00,2026-06-29T23:00:00,
eq-09,available,2026-06-30T05:00:00,2026-06-30T23:00:00,
eq-09,available,2026-07-01T05:00:00,2026-07-01T23:00:00,
eq-09,available,2026-07-02T05:00:00,2026-07-02T23:00:00,
eq-09,available,2026-07-03T05:00:00,2026-07-03T23:00:00,
eq-09,available,2026-07-04T05:00:00,2026-07-04T23:00:00,
eq-09,available,2026-07-05T05:00:00,2026-07-05T23:00:00,
eq-09,available,2026-07-06T05:00:00,2026-07-06T23:00:00,
eq-09,available,2026-07-07T05:00:00,2026-07-07T23:00:00,
eq-09,available,2026-07-08T05:00:00,2026-07-08T23:00:00,
eq-09,available,2026-07-09T05:00:00,2026-07-09T23:00:00,
eq-09,available,2026-07-10T05:00:00,2026-07-10T23:00:00,
eq-09,available,2026-07-11T05:00:00,2026-07-11T23:00:00,
eq-09,available,2026-07-12T05:00:00,2026-07-12T23:00:00,
eq-09,available,2026-07-13T05:00:00,2026-07-13T23:00:00,
eq-09,available,2026-07-14T05:00:00,2026-07-14T23:00:00,
eq-09,available,2026-07-15T05:00:00,2026-07-15T23:00:00,
eq-09,available,2026-07-16T05:00:00,2026-07-16T23:00:00,
eq-09,available,2026-07-17T05:00:00,2026-07-17T23:00:00,
eq-09,available,2026-07-18T05:00:00,2026-07-18T23:00:00,
eq-09,available,2026-07-19T05:00:00,2026-07-19T23:00:00,
eq-09,available,2026-07-20T05:00:00,2026-07-20T23:00:00,
eq-09,available,2026-07-21T05:00:00,2026-07-21T23:00:00,
eq-09,available,2026-07-22T05:00:00,2026-07-22T23:00:00,
eq-09,available,2026-07-23T05:00:00,2026-07-23T23:00:00,
eq-09,available,2026-07-24T05:00:00,2026-07-24T23:00:00,
eq-09,available,2026-07-25T05:00:00,2026-07-25T23:00:00,
eq-09,available,2026-07-26T05:00:00,2026-07-26T23:00:00,
eq-09,available,2026-07-27T05:00:00,2026-07-27T23:00:00,
eq-09,available,2026-07-28T05:00:00,2026-07-28T23:00:00,
eq-09,available,2026-07-29T05:00:00,2026-07-29T23:00:00,
eq-09,available,2026-07-30T05:00:00,2026-07-30T23:00:00,
eq-09,available,2026-07-31T05:00:00,2026-07-31T23:00:00,
eq-09,available,2026-08-01T05:00:00,2026-08-01T23:00:00,
eq-09,available,2026-08-02T05:00:00,2026-08-02T23:00:00,
eq-09,available,2026-08-03T05:00:00,2026-08-03T23:00:00,
eq-09,available,2026-08-04T05:00:00,2026-08-04T23:00:00,
eq-09,available,2026-08-05T05:00:00,2026-08-05T23:00:00,
eq-09,available,2026-08-06T05:00:00,2026-08-06T23:00:00,
eq-09,available,2026-08-07T05:00:00,2026-08-07T23:00:00,
eq-09,available,2026-08-08T05:00:00,2026-08-08T23:00:00,
eq-09,available,2026-08-09T05:00:00,2026-08-09T23:00:00,
eq-09,available,2026-08-10T05:00:00,2026-08-10T23:00:00,
eq-09,available,2026-08-11T05:00:00,2026-08-11T23:00:00,
eq-09,available,2026-08-12T05:00:00,2026-08-12T23:00:00,
eq-09,available,2026-08-13T05:00:00,2026-08-13T23:00:00,
eq-09,available,2026-08-14T05:00:00,2026-08-14T23:00:00,
eq-09,available,2026-08-15T05:00:00,2026-08-15T23:00:00,
eq-09,available,2026-08-16T05:00:00,2026-08-16T23:00:00,
eq-09,available,2026-08-17T05:00:00,2026-08-17T23:00:00,
eq-09,available,2026-08-18T05:00:00,2026-08-18T23:00:00,
eq-09,available,2026-08-19T05:00:00,2026-08-19T23:00:00,
eq-09,available,2026-08-20T05:00:00,2026-08-20T23:00:00,
eq-09,available,2026-08-21T05:00:00,2026-08-21T23:00:00,
eq-09,available,2026-08-22T05:00:00,2026-08-22T23:00:00,
eq-09,available,2026-08-23T05:00:00,2026-08-23T23:00:00,
eq-09,available,2026-08-24T05:00:00,2026-08-24T23:00:00,
eq-09,available,2026-08-25T05:00:00,2026-08-25T23:00:00,
eq-09,available,2026-08-26T05:00:00,2026-08-26T23:00:00,
eq-09,available,2026-08-27T05:00:00,2026-08-27T23:00:00,
eq-09,available,2026-08-28T05:00:00,2026-08-28T23:00:00,
eq-09,available,2026-08-29T05:00:00,2026-08-29T23:00:00,
eq-09,available,2026-08-30T05:00:00,2026-08-30T23:00:00,
eq-09,available,2026-08-31T05:00:00,2026-08-31T23:00:00,
eq-10,available,2026-06-01T05:00:00,2026-06-01T23:00:00,
eq-10,available,2026-06-02T05:00:00,2026-06-02T23:00:00,
eq-10,available,2026-06-03T05:00:00,2026-06-03T23:00:00,
eq-10,available,2026-06-04T05:00:00,2026-06-04T23:00:00,
eq-10,available,2026-06-05T05:00:00,2026-06-05T23:00:00,
eq-10,available,2026-06-06T05:00:00,2026-06-06T23:00:00,
eq-10,available,2026-06-07T05:00:00,2026-06-07T23:00:00,
eq-10,available,2026-06-08T05:00:00,2026-06-08T23:00:00,
eq-10,available,2026-06-09T05:00:00,2026-06-09T23:00:00,
eq-10,available,2026-06-10T05:00:00,2026-06-10T23:00:00,
eq-10,available,2026-06-11T05:00:00,2026-06-11T23:00:00,
eq-10,available,2026-06-12T05:00:00,2026-06-12T23:00:00,
eq-10,available,2026-06-13T05:00:00,2026-06-13T23:00:00,
eq-10,available,2026-06-14T05:00:00,2026-06-14T23:00:00,
eq-10,available,2026-06-15T05:00:00,2026-06-15T23:00:00,
eq-10,available,2026-06-16T05:00:00,2026-06-16T23:00:00,
eq-10,available,2026-06-17T05:00:00,2026-06-17T23:00:00,
eq-10,available,2026-06-18T05:00:00,2026-06-18T23:00:00,
eq-10,available,2026-06-19T05:00:00,2026-06-19T23:00:00,
eq-10,available,2026-06-20T05:00:00,2026-06-20T23:00:00,
eq-10,available,2026-06-21T05:00:00,2026-06-21T23:00:00,
eq-10,available,2026-06-22T05:00:00,2026-06-22T23:00:00,
eq-10,available,2026-06-23T05:00:00,2026-06-23T23:00:00,
eq-10,available,2026-06-24T05:00:00,2026-06-24T23:00:00,
eq-10,available,2026-06-25T05:00:00,2026-06-25T23:00:00,
eq-10,available,2026-06-26T05:00:00,2026-06-26T23:00:00,
eq-10,available,2026-06-27T05:00:00,2026-06-27T23:00:00,
eq-10,available,2026-06-28T05:00:00,2026-06-28T23:00:00,
